gtin,name,brand,pack_size,is_organic,banner,is_promo,retailer_category,first_seen_month
0238054623587,citterio citterino riassunto 60 g,Citterio,60 g,False,SuperBuy,False,formaggi e salumi salumi confezionati,2025-02
0577762864496,pesca noce gialla cat.i cal.a orig.spagna,,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0135048790626,braciole miste suino cpq x4,,,False,HyperMarket,False,carne suina,2025-02
1209573191523,conad verso natura veg zuppa toscana 620 g,Conad,620 g,False,CoopNord,True,ortofrutta verdure,2025-02
1282582294370,bonta di stagione riso & verdure carciofi e radicchio 300 g,,300 g,False,HyperMarket,True,ortofrutta verdure,2025-02
0537222487907,conad percorso qualita pere williams rosso italia cal. 70/75 750 g,Conad,750 g,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0142866662758,fettine di i taglio bovino adulto,,,False,HyperMarket,False,carne bovina,2025-02
0235321913715,"sapori & dintorni conad spianata piccante 0,110 kg",Sapori,0.11 kg,False,HyperMarket,False,formaggi e salumi salumi confezionati,2025-02
0198767325027,conad percorso qualita bocconcini di suino circa 300 g,Conad,300 g,False,SuperBuy,False,carne suina,2025-02
1241648957283,conad verso natura veg passato di verdure 620 g,Conad,620 g,False,HyperMarket,False,ortofrutta verdure,2025-02
0530507185520,pere coscia or.cile 45+ 500g icat,,500 g,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
1226997343859,snack di mais fritto e salato 150 g conad,,150 g,False,CoopNord,False,ortofrutta frutta secca,2025-02
0170130845030,fettine di anteriore bovino adulto per pizzaiola,,,False,SuperBuy,False,carne bovina,2025-02
0121646290288,petto di tacchino a fette sottili al kg take awai,,,False,SuperBuy,False,carne avicunicola,2025-02
0185398818160,percorso qualita spezzatino di vitello conad,Percorso,,False,SuperBuy,False,carne bovina,2025-02
0167315224954,zampini di suino crude al kg,,,False,CoopNord,False,carne suina,2025-02
1597821829484,lindeman gentlemens collection cabernet sauvignon 75cl,,75 cl,False,CoopNord,True,drinks | wine | red wine,2025-02
0709671915883,kiwi zespri green 500g.or.italia ic,,500 g,False,DiscountOra,False,ortofrutta frutta fresca,2025-02
0528256718189,mela granny smith gr.750,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0852610064742,fatina beauty mix snack bellezza e benessere 150 g,,150 g,False,HyperMarket,False,ortofrutta frutta secca,2025-02
1508204433763,casillero del diablo carmenere,,,False,DiscountOra,False,wine,2025-02
0183535576432,percorso qualita bocconcini di suino conad,Percorso,,False,DiscountOra,False,carne suina,2025-02
0144406607987,spuntature di agnello,,,False,CoopNord,False,carne ovi-caprina,2025-02
0165663192422,fettine fracosta di bovino adulto,,,False,SuperBuy,False,carne bovina,2025-02
1336564485744,pfanner peach drink 2l,Pfanner,2 l,False,SuperBuy,False,beverages | juices & ice-teas,2025-02
1502335844716,la canva barbera d'asto docg 750 ml,La,750 ml,False,DiscountOra,False,"acqua, bevande, alcolici | vini",2025-02
0859016343406,"noberasco EUR 0,99 mandorle affettate 40 g",Noberasco,40 g,False,SuperBuy,False,ortofrutta frutta e vegetali secchi,2025-02
1291197139302,finocchio grigliato riverfrut 230g,,230 g,False,CoopNord,True,ortofrutta verdure,2025-02
1572012892217,9 lives merlot,,,False,CoopNord,False,wine,2025-02
0758669414243,conad percorso qualita uva da tavola vittoria italia 2000 g,Conad,2000 g,False,CoopNord,False,ortofrutta frutta fresca,2025-02
1446599948660,tisana a freddo sgonfiante digestiva fragola limone zenzero 18 filtri,,,False,DiscountOra,True,"caffè, tea e zucchero | tea e infusi",2025-02
1536653900915,stemmari 2019 passiata  750ml,,750 ml,False,DiscountOra,False,wine,2025-02
1382412898678,valfrutta a c e juice,Valfrutta,,False,HyperMarket,True,juices,2025-02
1450643713396,teekanne turkish apple x20 tea bags,,,False,CoopNord,True,beverages | coffee & tea,2025-02
0111009611619,"conad percorso qualita petto di pollo a fette 0,400 kg",Conad,0.4 kg,False,HyperMarket,False,carne avicunicola,2025-02
0962383705456,"percorso qualita misto rosette di cavolfiore bianco, viola, arancione, broccoletti  400g conad",Percorso,400 g,False,HyperMarket,False,ortofrutta verdure,2025-02
0548967608163,conad percorso qualita pere red bartlet argentina cal. 65/70 mm 650 g,Conad,650 g,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
1229323885942,vellutata agli asparagi 620 g verso natura conad,,620 g,False,SuperBuy,False,ortofrutta verdure,2025-02
0107815804272,percorso qualita petto di pollo intero conad,Percorso,,False,SuperBuy,False,carne avicunicola,2025-02
0204270632813,mortadella santo villani con pist.,,,False,CoopNord,False,formaggi e salumi salumi freschi,2025-02
0526190129776,prugne gialle,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
1437762163557,estathe' estathe zero limone,,,False,HyperMarket,True,"acqua, bevande, alcolici | bevande analcoliche",2025-02
0776993203814,f&v kiwi ct i al kg,F&v,,False,HyperMarket,True,ortofrutta frutta fresca,2025-02
0852788963171,conad farina di mandorle 250 g,Conad,250 g,False,HyperMarket,False,ortofrutta frutta e vegetali secchi,2025-02
0173034459491,carne di bovino adulto fracosta di scottona,,,False,SuperBuy,False,carne bovina,2025-02
1473436027244,lipton yellow label tea deteinato squeezable 38 gr,,38 g,False,DiscountOra,True,"zucchero, caffe', te', infusi | te' e infusi",2025-02
1590593452387,canel spumante gran cuvee extra dry 750 ml,,750 ml,False,HyperMarket,False,"acqua, bevande, alcolici | spumanti e champagne",2025-02
0195068512099,costine di suino,,,False,HyperMarket,False,carne suina,2025-02
1494139188596,tetley redbush & vanilla tea 40 pcs.,,,False,HyperMarket,False,tea,2025-02
1377399699830,vitago apple drink,,,False,DiscountOra,False,juices,2025-02
0117052866914,bistecca di vitello macinata (vitellina),,,False,CoopNord,False,carne bovina,2025-02
1382452392291,cyprina exotic juice 1l,,1 l,False,SuperBuy,False,beverages | juices & ice-teas,2025-02
0934380397154,broccoletti ita 500g(2 teste),,500 g,False,HyperMarket,False,ortofrutta verdure,2025-02
0712405384557,meloni gialli 7/8 frutti ita.icat,,,False,CoopNord,True,ortofrutta frutta fresca,2025-02
1547826725235,santa margherita spa chardonnay doc,,,False,SuperBuy,False,"acqua, bevande, alcolici | vini",2025-02
0471118927728,pompelmi rossi 50/55 s.africa i cat,,,False,CoopNord,False,ortofrutta frutta fresca,2025-02
1595757796449,alasia gavi 750ml,,750 ml,False,DiscountOra,True,wine,2025-02
1295184519538,risotto c/zucch.e zafferano 200g,,200 g,False,SuperBuy,False,ortofrutta verdure,2025-02
0575554782822,f&v nettarine gialle it i b kg 1,F&v,,False,DiscountOra,False,ortofrutta frutta fresca,2025-02
0446117865315,"conad percorso qualita arance moro italia cal. 9 2,5 kg",Conad,2.5 kg,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0112822245491,"spezzatino bovino adulto ""locale""",,,False,DiscountOra,False,carne bovina,2025-02
0262534213987,citterio sofficette prosciutto crudo 60 g,Citterio,60 g,False,DiscountOra,False,formaggi e salumi salumi confezionati,2025-02
1186037146988,lenticchie grandi 400 g conad,,400 g,False,HyperMarket,False,ortofrutta legumi e cereali,2025-02
1265045813616,passato zucca carote/zenz.bonta di,,,False,SuperBuy,False,ortofrutta verdure,2025-02
0254657462640,pancetta coppata nazionale villani,,,False,HyperMarket,False,formaggi e salumi salumi freschi,2025-02
0900584278371,cavolfiore verde orig.italia,,,False,HyperMarket,False,ortofrutta verdure,2025-02
0574237384547,conad percorso qualita pere abate fetel italia cal. 65/70 850 g,Conad,850 g,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0977112598883,cavolini bruxelles 350g olanda i ct,,350 g,False,CoopNord,False,ortofrutta frutta secca,2025-02
0167729780080,percorso qualita fettine sceltissime di posteriore di vitello conad,Percorso,,False,HyperMarket,False,carne bovina,2025-02
0435290417761,arance valencia  i 4 zaf,,,False,CoopNord,True,ortofrutta frutta fresca,2025-02
0535114442096,percorso qualita pesche bianche italia cal. aa cat. i conad,Percorso,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
1279157150821,elite low fat tuna in brine @ 50c off 80g,,80 g,False,SuperBuy,False,tins cans & packets,2025-02
1297311381858,bis cavolfiore/broccol.cot.vap.250g,,250 g,False,CoopNord,True,ortofrutta verdure,2025-02
0427005743713,"arance sanguinello italia cal. 8 1,5 kg percorso qualita conad",,1.5 kg,False,CoopNord,False,ortofrutta frutta fresca,2025-02
1504336929123,citra trebbiano d'abbruzzo,,,False,CoopNord,False,wine,2025-02
0533358890354,red delicius melin.70/75 650g it.ic,,650 g,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
1266503199088,patate cotte a vapore 500 g conad,,500 g,False,HyperMarket,False,ortofrutta verdure,2025-02
1012028485488,pom.ciliegino pachino igp 300g it.i,,300 g,False,HyperMarket,False,ortofrutta verdure,2025-02
1562863752561,quinteiro blanco wine 75cl,,75 cl,False,SuperBuy,False,wine cellar | wine,2025-02
1551098836331,kumala chenin blanc 2017 750 ml,,750 ml,False,HyperMarket,False,wine,2025-02
0251149152627,salame piccante tagliere tradizioni,,,False,HyperMarket,False,formaggi e salumi salumi confezionati,2025-02
0845130876771,"conad mix energia uva sultanina, nocciole, noci, mandorle pelate 400 g",Conad,400 g,False,CoopNord,False,ortofrutta frutta secca,2025-02
1483942088820,"the alla pesca 1,5l noi&voi",,1.5 l,False,DiscountOra,True,thè,2025-02
0865300089197,mister nut wellness mix per insalate 125g,,125 g,False,HyperMarket,True,ortofrutta frutta secca,2025-02
0953373300067,cuore di sedano ivi 300g,,300 g,False,CoopNord,False,ortofrutta verdure,2025-02
1093719449456,pomodoro secco 200g it.i cat.x8pz,,200 g,False,DiscountOra,False,ortofrutta verdure,2025-02
0909808726371,cavolfiore almaverde bio gr.800,,,True,SuperBuy,False,ortofrutta frutta e verdure biologiche,2025-02
1028204781428,tondo grappolo cat.i cal.n.cal.orig.olanda,,,False,HyperMarket,False,ortofrutta verdure,2025-02
1213643349366,vellutata zucca e carote con crostini croccanti 365 g verso natura conad,,365 g,False,DiscountOra,False,ortofrutta verdure,2025-02
0803748673894,fatina fitness mix snack energia dalla natura 150 g,,150 g,False,CoopNord,False,ortofrutta frutta secca,2025-02
0846772789860,dragon cranberries,,,False,DiscountOra,True,organic products,2025-02
0185655572336,polpa coscia di bovino adulto,,,False,SuperBuy,False,carne bovina,2025-02
0925627192675,cuore carciofo 4pz cpq 300g ita ict,,300 g,False,SuperBuy,False,ortofrutta verdure,2025-02
1224166226276,dimmidisi le zuppe fresche vellutata di patate e porri 620 g,Dimmidisi,620 g,False,HyperMarket,True,ortofrutta verdure,2025-02
0189161490275,"conad percorso qualita allevato senza uso di antibiotici petto di pollo a fette 0,400 kg",Conad,0.4 kg,False,CoopNord,False,carne avicunicola,2025-02
0146390724451,costolette di agnello,,,False,DiscountOra,False,carne ovi-caprina,2025-02
0542798700387,conad cpq pere abate ct i al kg,Conad,,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0744298846571,"kiwi green light italia cal. 85/100g 0,500 kg verso natura conad",,100 g,True,DiscountOra,False,ortofrutta frutta e verdure biologiche,2025-02
0158739426672,percorso qualita bistecca con osso di bovino adulto conad,Percorso,,False,SuperBuy,False,carne bovina,2025-02
0106740613485,"masina sapore salute controfiletto equino 0,300 kg",,0.3 kg,False,CoopNord,False,carne altre specie,2025-02
0484450308460,limoni foglia cal.3/4 italia i cat.,,,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0541215001697,albicocche i  50/60 ita pd.,,,False,DiscountOra,False,ortofrutta frutta fresca,2025-02
1031730349424,peperoni misti italia cal. 70/90 cat. i,,,False,DiscountOra,False,ortofrutta verdure,2025-02
1141995111795,select i legumi ceci medi 400 g,,400 g,False,SuperBuy,False,ortofrutta legumi e cereali,2025-02
1581781733731,circeo bianco dop,,,False,CoopNord,False,"vini, birra e liquori | vini",2025-02
0820267791734,ventura arachidi 250 g,,250 g,False,SuperBuy,False,ortofrutta frutta secca,2025-02
1477980633459,san benedetto dall the''  pesca 250 ml,San,250 ml,False,HyperMarket,False,soft drinks,2025-02
1568079163250,rosa filari vino rosato frizzante 750 ml,,750 ml,False,SuperBuy,False,"acqua, bevande, alcolici | vini",2025-02
1590594376035,cinzano prosecco dry,,,False,CoopNord,False,wine,2025-02
1446790453345,ahmad calming peppermint & lemon tea bags 20 pcs.,,,False,SuperBuy,False,tea,2025-02
1410415268212,tisana caffe amaretto & vaniglia 15 filtri,,,False,DiscountOra,False,"caffè, tea e zucchero | tea e infusi",2025-02
1544458879344,pietre antiche colli albani bianco doc 750 ml,,750 ml,False,SuperBuy,False,"acqua, bevande, alcolici | vini",2025-02
1331788595316,the berry company superberries purple juice drink 1 ltr,,,False,HyperMarket,False,juices & smoothies,2025-02
1000827153763,cetrioli orig.italia,,,False,HyperMarket,True,ortofrutta verdure,2025-02
1443706750051,clipper detox x20,,,False,CoopNord,False,beverages | coffee & tea,2025-02
0845525004646,fatina snack frutta secca tostata al naturale anacardi 150 g,,150 g,False,HyperMarket,False,ortofrutta frutta secca,2025-02
1028204963171,cetrioli italia cat. i,,,False,HyperMarket,False,ortofrutta verdure,2025-02
0433657987437,mandarini cat.i cal.1-2 orig.italia,,,False,CoopNord,False,ortofrutta frutta fresca,2025-02
1302881255024,pfanner peach nectar 1l,Pfanner,1 l,False,SuperBuy,True,beverages | juices & ice-teas,2025-02
1337346348395,kean orange juice 250 ml,,250 ml,False,SuperBuy,False,juices & smoothies,2025-02
1526819301218,bosca sparkletini strawberry,,,False,DiscountOra,False,wine,2025-02
0521067728240,pere abate fetel cat.i cal.65-70 orig.cile,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0428717890659,clementine foglia 2/3 italia i cat,,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0590182424419,conad percorso qualita mele red delicious italia cal. 70/75 1500 g,Conad,1500 g,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0955000740713,iceberg del brasile olanda gr 400 i categoria,,,False,CoopNord,False,ortofrutta verdure,2025-02
1290839582563,conad alette di pollo arrosto 500 g,Conad,500 g,False,CoopNord,True,carne confezionata,2025-02
0277502982002,rosa dell'angelo pancetta nostrana,,,False,HyperMarket,False,formaggi e salumi salumi confezionati,2025-02
0500613758317,mele golden delicious italia cal. 70/75 1500 g percorso qualita conad,,1500 g,False,SuperBuy,True,ortofrutta frutta fresca,2025-02
0118244050785,"agnello in parti ""locale""",,,False,SuperBuy,False,carne ovi-caprina,2025-02
0171159319920,percorso qualita scottadito di vitello conad,Percorso,,False,HyperMarket,False,carne bovina,2025-02
0499664443756,limoni siracusa igp cal. 4/5 cat. i rete 400g,,400 g,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0961312956771,cavolo cappuccio orig.italia,,,False,SuperBuy,False,ortofrutta verdure,2025-02
0216559470963,salame fresco di suino a fette .,,,False,DiscountOra,False,carne suina,2025-02
1313505879155,stute cranberry juice,,,False,SuperBuy,False,juices,2025-02
0513765066530,"""gold.""""i""""75-80 ita vs.750g(melinda)""",,750 g,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
1291427499886,noberasco veg&crock chips croccanti da 2 barbabietole fresche 15 g,Noberasco,15 g,False,CoopNord,False,ortofrutta frutta e vegetali secchi,2025-02
0578740284784,pesche gialle b s.africa i cat,,,False,DiscountOra,True,ortofrutta frutta fresca,2025-02
0323757382003,salsiccia pic. produz.propria,,,False,SuperBuy,True,carne suina,2025-02
1541846801780,tenimenti civa pinot grigio doc,,,False,HyperMarket,True,"acqua, bevande, alcolici | vini",2025-02
0441634112097,arance navellina italia cal. 4 1 kg verso natura bio conad,,1 kg,True,DiscountOra,False,ortofrutta frutta e verdure biologiche,2025-02
0377753745763,citterio sofficette petto di tacchino al forno 80 g,Citterio,80 g,False,DiscountOra,False,formaggi e salumi salumi confezionati,2025-02
0379945056098,bordon corned beef low fat 340 grms,,,False,SuperBuy,False,tins cans & packets,2025-02
0264256937316,deli prosciutto cotto delicato di alta qualita rovagnati,,,False,SuperBuy,False,formaggi e salumi salumi freschi,2025-02
1549058981734,folonari bardolino,,,False,SuperBuy,False,wine,2025-02
0319490172979,3 leaves corned beef light 198g,,198 g,False,CoopNord,False,tins cans & packets,2025-02
1577969361254,fiero aperitivo,,,False,DiscountOra,False,"vini, birra e liquori | liquori",2025-02
0164528971628,lonza di suino a trancio,,,False,SuperBuy,False,carne suina,2025-02
1562849651042,baron darignac rouge 75cl,,75 cl,False,CoopNord,False,drinks | wine | red wine,2025-02
0102747024752,percorso qualita ossobuco di vitello confezionato atm conad,Percorso,,False,HyperMarket,False,carne bovina,2025-02
1577156948336,pirovano nero d'avola igt terre siciliane 75cl,,75 cl,False,CoopNord,False,drinks | wine | red wine,2025-02
0783995654507,kiwi cal.36(80/85)kg.1 cpq.it.i cat,,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0137734535533,macinato di suino scelto,,,False,SuperBuy,False,carne suina,2025-02
0983867830627,cavolo cappuccio rosso italia cat. i,,,False,SuperBuy,True,ortofrutta verdure,2025-02
1273854518650,zuppa cavolo nero bio alce nero580g,,580 g,True,SuperBuy,False,ortofrutta verdure,2025-02
0384908134256,poppenburger bock wurst 5pcs 380 grms,,,False,SuperBuy,True,tins cans & packets,2025-02
0368890585459,salsiccia di suino conf risp,,,False,CoopNord,False,carne suina,2025-02
0328788832357,exeter corned beef 30c off 340g,,340 g,False,DiscountOra,False,tins cans & packets,2025-02
0656366750061,mirtilli esp 300g (secchiello),,300 g,False,HyperMarket,True,ortofrutta frutta fresca,2025-02
1579340465767,g.h. mumm cordon rouge 750 ml,,750 ml,False,HyperMarket,True,wine,2025-02
0499247187811,"conad percorso qualita arance tarocco italia cal. 8 2,5 kg",Conad,2.5 kg,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0807919316846,noberasco frutta selezionata zenzero 250 g,Noberasco,250 g,False,SuperBuy,True,ortofrutta frutta e vegetali secchi,2025-02
1275279361891,colfiorito zuppa d'orzo e legumi 400 g,Colfiorito,400 g,False,DiscountOra,False,ortofrutta legumi e cereali,2025-02
1313757611386,zuegg arancia rossa senza zuccheri aggiunti 1 lt,,1 l,False,SuperBuy,True,"acqua, bevande, alcolici | succhi di frutta",2025-02
0188897907046,filetto di suino,,,False,SuperBuy,False,carne suina,2025-02
0168616337251,conad percorso qualita filetto di petto di pollo 400 g,Conad,400 g,False,DiscountOra,False,carne avicunicola,2025-02
0984381587049,indivia riccia cat.i cal.200 orig.italia/francia,,,False,SuperBuy,False,ortofrutta verdure,2025-02
1508450687075,chateau roquefort bordeaux sauvignon,,,False,DiscountOra,False,wine,2025-02
0569874260339,sapori & idee conad percorso qualita albicocche orange rubis italia cal: 50/55 500 g,Sapori,500 g,False,SuperBuy,True,ortofrutta frutta fresca,2025-02
0793699432053,uva bianca italia cpq.or.italia ict,,,False,DiscountOra,False,ortofrutta frutta fresca,2025-02
0879920067958,ventura bbmix focus 150 g,,150 g,False,SuperBuy,False,ortofrutta frutta e vegetali secchi,2025-02
1568690688354,barbadillo cream sherry,,,False,HyperMarket,True,wine,2025-02
1597431351664,pasqua lettere chardonnay trevenezie igt 75cl,,75 cl,False,DiscountOra,False,drinks | wine | white wine,2025-02
0145751934819,"coniglio nostrano ""agr.pettorossi""",,,False,HyperMarket,False,carne avicunicola,2025-02
1201859816822,vellutata di piselli gr.180 colf.,,,False,SuperBuy,False,ortofrutta verdure,2025-02
1566829961587,sangre de toro rose 75cl,,75 cl,False,DiscountOra,True,drinks | wine | rose wine,2025-02
1232351403882,john west boneless sardines in olive oil 95 grms,,,False,SuperBuy,False,tins cans & packets,2025-02
1069263209840,peperone dolce mix 150g vlf ita.ict,,150 g,False,DiscountOra,False,ortofrutta verdure,2025-02
1365925049449,il canarino sugo d'uva tradizionale 150 g,Il,150 g,False,HyperMarket,False,ortofrutta frutta e vegetali secchi,2025-02
1497263545716,te verde bio 20 filtri,,,True,HyperMarket,False,"caffè, tea e zucchero | tea e infusi",2025-02
0517873544560,pesca noce gialla cat.i cal.a orig.italia,,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
1277427977584,pedon i pronti cannellini 250 g,,250 g,False,SuperBuy,False,ortofrutta legumi e cereali,2025-02
0661185943917,misto bosco 125 g i cat,,125 g,False,HyperMarket,True,ortofrutta frutta fresca,2025-02
1033466211696,peperoni dolci cornelio italia valfrutta cal. 35/55 vaschetta 500g valfrutta,,500 g,False,HyperMarket,False,ortofrutta verdure,2025-02
0257627050339,citterio la merenda mortadella regina 30 g,Citterio,30 g,False,CoopNord,False,formaggi e salumi salumi confezionati,2025-02
0656712100205,mirtilli italia conad vs.125g,,125 g,False,CoopNord,False,ortofrutta frutta fresca,2025-02
1545927096674,barone di bernaj merlot  750ml,,750 ml,False,CoopNord,False,wine,2025-02
0802172442979,castagne morbide italiane 100g,,100 g,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
1591650822509,mandorla pinot grigio  x,,,False,DiscountOra,False,wine,2025-02
0129006708080,petto di pollo a fette formato convenienza,,,False,SuperBuy,False,carne avicunicola,2025-02
0265824445799,guanciale  stagionato aromatizzato fumagalli,,,False,CoopNord,False,formaggi e salumi salumi stagionati,2025-02
0548625661296,pere carmen cal.60/65 c.ap.ita.i ct,,,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0101540777569,anteriore di capretto,,,False,SuperBuy,True,carne ovi-caprina,2025-02
1326709822842,zuegg skipper arancia 1 lt,,1 l,False,DiscountOra,False,"acqua, bevande, alcolici | succhi di frutta",2025-02
1553905045869,maralba collio ribolla gialla doc,,,False,HyperMarket,False,"vini, birra e liquori | vini",2025-02
1535983698288,palatino sauvignon blanc,,,False,DiscountOra,False,wine,2025-02
0364310567283,salsiccia dolce di bocchigliero,,,False,CoopNord,False,formaggi e salumi salumi freschi,2025-02
0943515935279,/*cavolfiore bianco italia  i categ,,,False,DiscountOra,False,ortofrutta verdure,2025-02
