gtin,name,brand,pack_size,is_organic,banner,is_promo,retailer_category,coicop_code,coicop_title,first_seen_month
0409596793441,"arance navel cal 8 kg 2,5 italia i categoria",,8 kg,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
0405796743024,pompelmo rosso  jaffa israele i categoria,,,False,DiscountOra,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
0595263057267,susina nera cat.i cal.55-60 orig.italia,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
1420809927028,ty-phoo teabags 160 + 50% extra free 240 pcs.,,,False,HyperMarket,True,tea,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
0184099001712,petto di pollo intero .,,,False,SuperBuy,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0738985481581,melone giallo italia cat. i,,,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.5,"Other fruits, fresh",2025-01
0183485665123,"conad percorso qualita petto di pollo a fette form. conv. 0,800 kg",Conad,0.8 kg,False,SuperBuy,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0374237232496,percorso qualita hamburger di vitello conad,Percorso,,False,CoopNord,False,carne bovina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0503481797232,"prugne ex/large calif.""montan""500g",,500 g,False,HyperMarket,False,ortofrutta frutta secca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0104396554083,coscia di tacchino maschio,,,False,SuperBuy,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0704131071605,uva bianca senza semi 500 gr. provenienza italia categoria i,,500 g,False,DiscountOra,False,ortofrutta frutta fresca,01.1.6.5,"Other fruits, fresh",2025-01
1393043059809,albicocca varieta italiane,,,False,SuperBuy,False,"acqua, bibite e succhi | succhi",01.2.1.0,Fruit and vegetable juices,2025-01
0100673167970,braciola di agnello galles,,,False,SuperBuy,False,carne ovi-caprina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0364991903085,mericco bell'idea ciliegine di salsiccia,,,False,CoopNord,False,carne suina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0844054398819,conad verso natura bio mix per insalata biologico 150 g,Conad,150 g,True,HyperMarket,False,ortofrutta frutta e verdure biologiche,01.1.6.9,"Fruits and nuts, ground, and in other preparations",2025-01
1217143135606,vellutata piselli it 180gr colfior,,180 g,False,CoopNord,False,ortofrutta legumi e cereali,01.1.9.1,Ready-made food,2025-01
0582270698864,pesche noci p.gialla aa cpq.it.icat,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
1480439027809,ahmad peach & raspberry infusion 20pcs.,,,False,SuperBuy,False,tea,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
0174005395299,conad cpq petto di pollo a fette gr.350,Conad,,False,SuperBuy,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1462831943028,tetley super green detox mint EUR1 off 20pcs.,,,False,SuperBuy,False,tea,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
1554127121519,odyssey rose 75cl,,75 cl,False,SuperBuy,False,wine cellar | wine  ,02.1.2.1,Wine from grapes,2025-01
0350937135475,salsiccia casareccia battisti,,,False,DiscountOra,False,carne suina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0586741013872,pesche gialle cat ii ita,,,False,HyperMarket,True,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0215819996515,culatello t.a.sapori&dintorni 90g,,90 g,False,CoopNord,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0375069755757,macinato misto,,,False,CoopNord,True,carne bovina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0110718173026,"bollito  di bovino adulto ""locale""",,,False,HyperMarket,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0400921877089,"arance navel 5/6 kg.1,5 s.afr.i ct.",,6 kg,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
1264615649650,risotto carciofi/radicchio bds 300g,,300 g,False,DiscountOra,True,ortofrutta verdure,01.1.9.1,Ready-made food,2025-01
0267315138915,casa modena liberamente mortadella di pollo 110 g,Casa,110 g,False,HyperMarket,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0370990268787,salsiccia di suino pizzaiola tkw,,,False,DiscountOra,True,carne suina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
1100951590243,cerreto i legumi piselli spezzati bio 500 g,,500 g,True,CoopNord,False,ortofrutta legumi e cereali,01.1.7.6,Pulses,2025-01
0803420275056,pistacchi sgusciati 20 g,,20 g,False,SuperBuy,False,ortofrutta frutta secca,01.1.6.9,"Fruits and nuts, ground, and in other preparations",2025-01
0214233428339,salamella ariccina cioli piccante,,,False,SuperBuy,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0519799145840,pere carmen cal.65/70 italia i cat,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
1235257946468,dany chicken luncheon meat 340g,,340 g,False,CoopNord,False,tins cans & packets,01.1.9.1,Ready-made food,2025-01
0830852553316,dragon superfoods coconut dessicated,,,False,SuperBuy,False,organic products,01.1.6.9,"Fruits and nuts, ground, and in other preparations",2025-01
1551332497767,gato negro shiraz 750ml,,750 ml,False,HyperMarket,True,wine,02.1.2.1,Wine from grapes,2025-01
1493488271202,borbone te' al limone comp dolce gusto 16 cap,,,False,HyperMarket,False,food cupboard groceries | coffee | coffee sachets & pods,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
1329771947379,succo e polpa di pera,,,False,DiscountOra,False,"acqua, bibite e succhi | succhi",01.2.1.0,Fruit and vegetable juices,2025-01
0522212956531,sapori & dintorni conad pere coscia della sicilia italia cal. 45/50 750 g,Sapori,750 g,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0917134141730,"""indivia riccia""""i"""" conf.350g""",,350 g,False,SuperBuy,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
0371099309936,poppenburger bockwurst sausages 750 grms,,,False,HyperMarket,False,tins cans & packets,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0395716673907,salsiccia dolce suino prod propria,,,False,SuperBuy,True,carne suina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0518565295469,mele annurca igp 60/65 kg1 it.i cat,,,False,HyperMarket,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0194882884976,percorso qualita ossobuco di vitello conad,Percorso,,False,CoopNord,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1390939721075,succo pera senza residui di pesticidi,,,False,CoopNord,False,"acqua, bibite e succhi | succhi",01.2.1.0,Fruit and vegetable juices,2025-01
0170516181351,girello di vitello,,,False,HyperMarket,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0586375247719,golden mel.70/75 vs.4fr.650g it.ict,,650 g,False,DiscountOra,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0108429086064,petto di pollo intero,,,False,SuperBuy,True,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1424942429556,teekanne bio sleep & dream x20,,,True,DiscountOra,False,"food cupboard groceries | tea | fruit, herbal, oganic tea & camomile",01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
0105655027053,muscolo di bovino adulto,,,False,CoopNord,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0502424491875,conad percorso qualita pere williams italia cal. 65/70 1000 g,Conad,1000 g,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
1392855691619,capri-sonne mango & maracuja,,,False,SuperBuy,True,juices,01.2.1.0,Fruit and vegetable juices,2025-01
0217530761587,"sapori & dintorni conad prosciutto arrosto 0,120 kg",Sapori,0.12 kg,False,DiscountOra,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0508876658032,pere abate italia cal. 65/70 cat. i,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0793759417973,uva rossa red globe cpq cat.i cal.150 orig.italia,,,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.5,"Other fruits, fresh",2025-01
0497777217126,f&v arance navel prov.za cti cl3/4 al kg,F&v,,False,DiscountOra,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
0296406650723,conad freschi & soffici prosciutto crudo stagionato 60 g,Conad,60 g,False,SuperBuy,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0500927016304,pere conference italia cal. 60+ cat. i,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0186869760365,"martini quandovuoi mini spiedini  petto di pollo 0,300 kg",,0.3 kg,False,SuperBuy,False,carne confezionata,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0963216562466,"""asparagi verdi cpq""""i""""12-16 ita 500g""",,500 g,False,DiscountOra,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
0924422959969,asparagi coltivati 420g peru i cat,,420 g,False,SuperBuy,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
0193272241510,fettine scelte vitello  cpq,,,False,DiscountOra,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0155343782246,"fiorentina di bovino adulto""locale""",,,False,SuperBuy,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1221692385895,groot chicken luncheon meat 340 grms,,,False,CoopNord,False,tins cans & packets,01.1.9.1,Ready-made food,2025-01
0167671510384,"percorso qualita filetti di petto di pollo 0,400 kg conad",Percorso,0.4 kg,False,SuperBuy,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0171479054192,polpa scelta vitello spalla cpq,,,False,HyperMarket,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1568202133347,conquesta cabernet sauvignon 75cl,,75 cl,False,HyperMarket,False,wine cellar | wine  ,02.1.2.1,Wine from grapes,2025-01
1237246956918,vellutata asparagi verso nat. 620gr,,620 g,False,SuperBuy,False,ortofrutta verdure,01.1.9.1,Ready-made food,2025-01
0540762215521,albicocche cal.40/45 cpq it.kg.1 ic,,,False,HyperMarket,True,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0718212814453,uva regina/pizzut.puglia cpq it.ict,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.5,"Other fruits, fresh",2025-01
1500466436461,martini spritz bianco 75cl,,75 cl,False,CoopNord,False,drinks | wine | champagne & sparkling wine,02.1.2.1,Wine from grapes,2025-01
0619614753133,mirtilli rossi 200g la montanara,,200 g,False,CoopNord,False,ortofrutta frutta secca,01.1.6.4,"Berries, fresh",2025-01
1429984817017,yogi organic detox energy teabags 12 pcs.,,,True,HyperMarket,False,tea,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
1517736296803,cantina valtidone barbera frizzante colli piacentini doc 750 ml,,750 ml,False,SuperBuy,True,"acqua, bevande, alcolici | vini",02.1.2.1,Wine from grapes,2025-01
1591538713955,cuvee imperiale franciacorta brut,,,False,CoopNord,False,"vini, birra e liquori | spumanti e champagne",02.1.2.1,Wine from grapes,2025-01
0997842366819,cicoria orig.italia,,,False,SuperBuy,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
0175230723440,percorso qualita vitello in tranci italia conad,Percorso,,False,HyperMarket,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1532778895723,kafer shiraz australia,,,False,DiscountOra,False,wine,02.1.2.1,Wine from grapes,2025-01
0565750357089,albicocche i 50+ ita,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0424783874657,arance tarocco italia cal. 6 cat. i,,,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
0287659538800,pancetta cubetti per amatriciana negroni,,,False,HyperMarket,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0589212493667,conad percorso qualita pere kaiser italia cal. 70/75 750 g,Conad,750 g,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
1120082540387,colfiorito lenticchie 400 g,Colfiorito,400 g,False,CoopNord,True,ortofrutta legumi e cereali,01.1.7.6,Pulses,2025-01
1466418909299,spar peach ice tea 1.5ltr,,,False,SuperBuy,False,drinks | ice tea | ice tea,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
0561529311856,prugne fiocco,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
1525009760614,fabiano valpolicella storica 2019,,,False,HyperMarket,True,wine,02.1.2.1,Wine from grapes,2025-01
1508715374964,tagua chardonnay  x,,,False,CoopNord,True,wine,02.1.2.1,Wine from grapes,2025-01
1542349928291,corte al passo primitivo puglia 2022,,,False,HyperMarket,True,wine,02.1.2.1,Wine from grapes,2025-01
0302750407016,hamburger a base di prosciutto cotto e mozzarella 2 x 75 g conad,,75 g,False,SuperBuy,True,formaggi e salumi salumi freschi,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0396974752097,aia wudy party 240 g,Aia,240 g,False,SuperBuy,True,formaggi e salumi salumi confezionati,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0384896383336,hamburger di salsiccia,,,False,SuperBuy,False,carne suina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0486660199523,clementine tacle cat.i cal.1xx orig.italia,,,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
0540550607969,albicocche cat.i cal.40-50 orig.spagna,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0148019328866,bocconcini di pollo,,,False,CoopNord,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0524835192176,pere s.maria i 60-65 ita vs.800gr,,800 g,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0959497335139,carciofi (x sottolio) orig.italia,,,False,SuperBuy,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
1546282198387,sud primitivo di manduria dop,,,False,DiscountOra,False,"acqua, bevande, alcolici | vini",02.1.2.1,Wine from grapes,2025-01
0803934592867,conad verso natura bio semi di chia biologici 150 g,Conad,150 g,True,SuperBuy,False,ortofrutta frutta e verdure biologiche,01.1.6.9,"Fruits and nuts, ground, and in other preparations",2025-01
1528104875885,moet & chandon nectar imperial rose,,,False,DiscountOra,True,wine,02.1.2.1,Wine from grapes,2025-01
1124411980147,sapori & dintorni conad fagioli stregoni piemontesi 300 g,Sapori,300 g,False,CoopNord,True,ortofrutta legumi e cereali,01.1.7.6,Pulses,2025-01
0112205017442,bistecca 1scelta bovino adulto (fesa-noce),,,False,CoopNord,True,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1000221257584,pomodoro cuore di bue italia cal. 82/102 cat. i,,,False,CoopNord,False,ortofrutta verdure,01.1.7.2,"Fruit-bearing vegetables, fresh or chilled",2025-01
0476789716835,"conad percorso qualita arance navel sud africa cal. 6 1,5 kg",Conad,1.5 kg,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
1594861220961,alamos chardonnay mendoza argentina 750 ml,,750 ml,False,CoopNord,False,wine,02.1.2.1,Wine from grapes,2025-01
0268993794419,"sapori & dintorni conad porchetta arrosto 0,100 kg",Sapori,0.1 kg,False,DiscountOra,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0943824972140,lattuga romana cat.i cal.150 orig.italia,,,False,HyperMarket,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
0298785129072,prosciutto cotto 100 g conad,,100 g,False,CoopNord,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0404272101985,arance navel cal.3/4 spagna cpq ict,,,False,HyperMarket,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
0349718540659,sapori & dintorni conad salsiccia curva piccante con peperoncino di calabria 300 g,Sapori,300 g,False,HyperMarket,True,formaggi e salumi salumi stagionati,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0104160636780,lombatina di pecora x 4,,,False,HyperMarket,False,carne ovi-caprina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1510195204464,pasqua merlot delle venezie lettere igt 75cl,,75 cl,False,HyperMarket,False,drinks | wine | red wine,02.1.2.1,Wine from grapes,2025-01
0541601870945,"albicoc.45+ minicollo""premium""it.ic",,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0544758877552,pesche tabacchiere saturnia sapori e dintorni italia i,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0709953069419,kiwi zespri sungold nuova zelanda cal. 110/115 cat. i vassoio 500g zespri,,500 g,False,HyperMarket,False,ortofrutta frutta fresca,01.1.6.5,"Other fruits, fresh",2025-01
0134751213409,agnello 7/9,,,False,CoopNord,False,carne ovi-caprina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0488833509740,limoni costiera gr 500 italia i categoria,,,False,HyperMarket,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
0118310557548,lombatina di vitello con osso,,,False,DiscountOra,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0656331381350,fragole italia vaschetta gr 250 i categoria,,,False,DiscountOra,False,ortofrutta frutta fresca,01.1.6.4,"Berries, fresh",2025-01
0577959270755,ciliege cat.i cal.28/30 orig.cile/argentina,,,False,HyperMarket,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0106582266221,masina sapore salute filetto equino,,,False,DiscountOra,False,carne altre specie,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1363524938082,bi frutas mediterraneo 750ml,,750 ml,False,DiscountOra,False,drinks | smoothies & juice drinks | long life juice,01.2.1.0,Fruit and vegetable juices,2025-01
0213939937648,pancetta fresca di suino senza cotenna,,,False,SuperBuy,False,carne suina,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
1369517105780,tropicana pet orange original 250ml,,250 ml,False,SuperBuy,False,chilled fruit juice & smoothie,01.2.1.0,Fruit and vegetable juices,2025-01
0132612934771,straccetti di bovino adulto,,,False,SuperBuy,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0523375043952,pesche bianche cat.i cal.a orig.spagna,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
1502136673644,lunetta spumante rose 75cl,,75 cl,False,CoopNord,False,wine cellar | wine,02.1.2.1,Wine from grapes,2025-01
0176947631984,pollo busto confezione per 2,,,False,DiscountOra,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0119038420835,coscio di agnello con carre',,,False,CoopNord,False,carne ovi-caprina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0124497081712,percorso qualita arrosto di vitello conad,Percorso,,False,HyperMarket,True,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
